k,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20,traj_21,traj_22,traj_23,traj_24,traj_25,traj_26,traj_27,traj_28,traj_29,traj_30,traj_31,traj_32,traj_33,traj_34,traj_35,traj_36,traj_37,traj_38,traj_39,traj_40,traj_41,traj_42,traj_43,traj_44,traj_45,traj_46,traj_47,traj_48,traj_49
501,0.5029940119760479,0.49500998003992014,0.5189620758483033,0.5029940119760479,0.47704590818363274,0.4810379241516966,0.49101796407185627,0.5089820359281437,0.5109780439121756,0.47704590818363274,0.5489021956087824,0.5089820359281437,0.5249500998003992,0.49101796407185627,0.4870259481037924,0.5149700598802395,0.5209580838323353,0.47305389221556887,0.47105788423153694,0.4590818363273453,0.469061876247505,0.5049900199600799,0.48502994011976047,0.5389221556886228,0.5089820359281437,0.4810379241516966,0.5229540918163673,0.5269461077844312,0.48502994011976047,0.49700598802395207,0.4750499001996008,0.5109780439121756,0.5069860279441117,0.499001996007984,0.48303393213572854,0.5029940119760479,0.46107784431137727,0.5389221556886228,0.48902195608782434,0.5129740518962076,0.49101796407185627,0.47105788423153694,0.4870259481037924,0.5029940119760479,0.5169660678642715,0.4590818363273453,0.5129740518962076,0.5229540918163673,0.49500998003992014,0.5109780439121756
551,0.5009074410163339,0.5045372050816697,0.5099818511796733,0.515426497277677,0.4900181488203267,0.4809437386569873,0.49364791288566245,0.49727767695099817,0.5045372050816697,0.4954627949183303,0.5535390199637024,0.5099818511796733,0.5190562613430127,0.4791288566243194,0.4863883847549909,0.5117967332123412,0.5099818511796733,0.47731397459165154,0.47005444646098005,0.455535390199637,0.47368421052631576,0.515426497277677,0.4882032667876588,0.5281306715063521,0.5226860254083484,0.47005444646098005,0.5263157894736842,0.5226860254083484,0.4882032667876588,0.49727767695099817,0.484573502722323,0.5117967332123412,0.5099818511796733,0.4882032667876588,0.4791288566243194,0.5099818511796733,0.47368421052631576,0.5263157894736842,0.4863883847549909,0.5117967332123412,0.49364791288566245,0.47549909255898365,0.49183303085299457,0.5009074410163339,0.5190562613430127,0.4573502722323049,0.5081669691470054,0.5136116152450091,0.49727767695099817,0.5136116152450091
601,0.49916805324459235,0.5058236272878536,0.5108153078202995,0.5124792013311148,0.49584026622296173,0.47753743760399336,0.5041597337770383,0.4925124792013311,0.5008319467554077,0.5008319467554077,0.5524126455906821,0.5108153078202995,0.519134775374376,0.47753743760399336,0.49417637271214643,0.5008319467554077,0.5074875207986689,0.46422628951747086,0.47254575707154745,0.4559068219633943,0.47587354409317806,0.5174708818635607,0.4925124792013311,0.5241264559068219,0.5141430948419301,0.47587354409317806,0.519134775374376,0.519134775374376,0.4825291181364393,0.5058236272878536,0.47920133111480867,0.5041597337770383,0.5091514143094842,0.4825291181364393,0.4841930116472546,0.5008319467554077,0.47587354409317806,0.5174708818635607,0.4841930116472546,0.5141430948419301,0.49750415973377704,0.47420965058236275,0.4891846921797005,0.49417637271214643,0.5108153078202995,0.4509151414309484,0.49584026622296173,0.5207986688851913,0.49584026622296173,0.5207986688851913
651,0.5084485407066052,0.511520737327189,0.5130568356374808,0.5130568356374808,0.5023041474654378,0.4700460829493088,0.5084485407066052,0.49615975422427033,0.5053763440860215,0.48847926267281105,0.5514592933947773,0.511520737327189,0.5253456221198156,0.4731182795698925,0.4946236559139785,0.5145929339477726,0.49923195084485406,0.47465437788018433,0.46697388632872505,0.4608294930875576,0.4838709677419355,0.5084485407066052,0.4930875576036866,0.511520737327189,0.511520737327189,0.4807987711213518,0.5176651305683564,0.522273425499232,0.4792626728110599,0.5084485407066052,0.4823348694316436,0.5038402457757296,0.5192012288786483,0.47772657450076805,0.4823348694316436,0.5023041474654378,0.4700460829493088,0.5099846390168971,0.4823348694316436,0.5053763440860215,0.500768049155146,0.4700460829493088,0.4823348694316436,0.4976958525345622,0.5023041474654378,0.4577572964669739,0.4869431643625192,0.5192012288786483,0.4915514592933948,0.5192012288786483
701,0.5064194008559201,0.5135520684736091,0.5192582025677603,0.5121255349500713,0.4992867332382311,0.47218259629101283,0.5106990014265336,0.49072753209700426,0.5035663338088445,0.48787446504992865,0.543509272467903,0.5021398002853067,0.5249643366619116,0.48074179743223966,0.4978601997146933,0.5121255349500713,0.5021398002853067,0.48074179743223966,0.47075606276747506,0.47788873038516405,0.4893009985734665,0.5078459343794579,0.4978601997146933,0.5078459343794579,0.5106990014265336,0.48787446504992865,0.514978601997147,0.5221112696148359,0.48216833095577744,0.4978601997146933,0.4793152639087018,0.5078459343794579,0.5178316690442225,0.4764621968616263,0.48216833095577744,0.5007132667617689,0.48216833095577744,0.5064194008559201,0.47503566333808844,0.5007132667617689,0.5007132667617689,0.4664764621968616,0.48359486447931527,0.49358059914407987,0.49358059914407987,0.46219686162624823,0.4964336661911555,0.5064194008559201,0.4893009985734665,0.5221112696148359
751,0.4993342210386152,0.5153129161118508,0.5206391478029294,0.4980026631158455,0.5046604527296937,0.4793608521970706,0.5086551264980027,0.49267643142476697,0.4980026631158455,0.4873501997336884,0.5406125166444741,0.5033288948069241,0.5246338215712384,0.48202396804260983,0.4993342210386152,0.511318242343542,0.4993342210386152,0.48202396804260983,0.47137150466045274,0.474034620505992,0.49134487350199735,0.511318242343542,0.49001331557922767,0.5019973368841545,0.5126498002663116,0.4833555259653795,0.5139813581890812,0.5193075898801598,0.4806924101198402,0.49134487350199735,0.48202396804260983,0.5059920106524634,0.5206391478029294,0.4780292942743009,0.48468708388814913,0.4940079893475366,0.49001331557922767,0.5099866844207723,0.4766977363515313,0.49533954727030627,0.49533954727030627,0.4673768308921438,0.48202396804260983,0.49267643142476697,0.49001331557922767,0.4580559254327563,0.4980026631158455,0.5019973368841545,0.4940079893475366,0.5179760319573902
801,0.4943820224719101,0.5131086142322098,0.5243445692883895,0.49812734082397003,0.5081148564294632,0.48064918851435706,0.5106117353308365,0.4993757802746567,0.4993757802746567,0.4794007490636704,0.5355805243445693,0.4993757802746567,0.5243445692883895,0.48314606741573035,0.49812734082397003,0.5118601747815231,0.5006242197253433,0.4756554307116105,0.4794007490636704,0.4818976279650437,0.49063670411985016,0.5068664169787765,0.4918851435705368,0.5106117353308365,0.5043695380774033,0.48064918851435706,0.5006242197253433,0.5168539325842697,0.4794007490636704,0.4918851435705368,0.4731585518102372,0.5068664169787765,0.5093632958801498,0.4818976279650437,0.4794007490636704,0.49812734082397003,0.4794007490636704,0.5168539325842697,0.48064918851435706,0.5031210986267166,0.49812734082397003,0.4781523096129838,0.4918851435705368,0.4868913857677903,0.49313358302122345,0.4606741573033708,0.4993757802746567,0.49812734082397003,0.48813982521847693,0.5168539325842697
851,0.4994124559341951,0.5111633372502937,0.5276145710928319,0.5076380728554641,0.5088131609870741,0.4782608695652174,0.5076380728554641,0.4994124559341951,0.4970622796709753,0.48766157461809634,0.5393654524089306,0.49588719153936545,0.5217391304347826,0.48296122209165687,0.4982373678025852,0.518213866039953,0.500587544065805,0.4782608695652174,0.4735605170387779,0.4794359576968273,0.49471210340775557,0.5029377203290247,0.491186839012926,0.5099882491186839,0.5088131609870741,0.481786133960047,0.4970622796709753,0.5146886016451234,0.48531139835487663,0.48296122209165687,0.4712103407755582,0.5041128084606346,0.5135135135135135,0.48531139835487663,0.481786133960047,0.49588719153936545,0.4782608695652174,0.5146886016451234,0.481786133960047,0.4994124559341951,0.4970622796709753,0.4794359576968273,0.4970622796709753,0.48766157461809634,0.4900117508813161,0.46650998824911866,0.5041128084606346,0.4994124559341951,0.4935370152761457,0.5088131609870741
901,0.49944506104328523,0.5094339622641509,0.5205327413984462,0.5027746947835738,0.5138734739178691,0.4827968923418424,0.5038845726970034,0.5016648168701443,0.49056603773584906,0.4916759156492786,0.5416204217536071,0.5016648168701443,0.516093229744728,0.48057713651498335,0.49500554938956715,0.5172031076581576,0.5005549389567148,0.48057713651498335,0.4728079911209767,0.4827968923418424,0.4961154273029967,0.5005549389567148,0.49056603773584906,0.5049944506104328,0.5072142064372919,0.47835738068812433,0.4938956714761376,0.5105438401775805,0.4827968923418424,0.4916759156492786,0.4716981132075472,0.5094339622641509,0.5083240843507214,0.48612652608213097,0.47835738068812433,0.49500554938956715,0.48057713651498335,0.5105438401775805,0.48057713651498335,0.4972253052164262,0.49278579356270813,0.4816870144284129,0.5038845726970034,0.4839067702552719,0.4827968923418424,0.4716981132075472,0.5038845726970034,0.5016648168701443,0.4983351831298557,0.5083240843507214
951,0.49842271293375395,0.5131440588853838,0.5236593059936908,0.5036803364879074,0.5131440588853838,0.480546792849632,0.5005257623554153,0.5057833859095688,0.491062039957939,0.4868559411146162,0.5362776025236593,0.501577287066246,0.5152471083070452,0.48475289169295477,0.4952681388012618,0.5162986330178759,0.5068349106203995,0.48580441640378547,0.4647739221871714,0.480546792849632,0.49842271293375395,0.5005257623554153,0.491062039957939,0.5078864353312302,0.5057833859095688,0.4815983175604627,0.5005257623554153,0.5099894847528917,0.4879074658254469,0.4879074658254469,0.47318611987381703,0.5099894847528917,0.508937960042061,0.48475289169295477,0.4784437434279706,0.49631966351209256,0.4815983175604627,0.5078864353312302,0.480546792849632,0.49737118822292326,0.49631966351209256,0.48370136698212407,0.5057833859095688,0.4879074658254469,0.47423764458464773,0.47528916929547843,0.5068349106203995,0.5026288117770767,0.49842271293375395,0.5047318611987381
1001,0.4965034965034965,0.5184815184815185,0.5244755244755245,0.5034965034965035,0.5144855144855145,0.47952047952047955,0.5004995004995005,0.5094905094905094,0.4945054945054945,0.4865134865134865,0.5394605394605395,0.5004995004995005,0.5144855144855145,0.4825174825174825,0.4875124875124875,0.5154845154845155,0.5094905094905094,0.48951048951048953,0.46353646353646355,0.48151848151848153,0.5014985014985015,0.5024975024975025,0.4965034965034965,0.5074925074925075,0.5104895104895105,0.4785214785214785,0.5014985014985015,0.5064935064935064,0.4855144855144855,0.4885114885114885,0.4755244755244755,0.5104895104895105,0.5144855144855145,0.4865134865134865,0.47952047952047955,0.4945054945054945,0.47952047952047955,0.5004995004995005,0.4885114885114885,0.4945054945054945,0.4925074925074925,0.4835164835164835,0.5104895104895105,0.48951048951048953,0.47652347652347654,0.48151848151848153,0.5034965034965035,0.5004995004995005,0.4965034965034965,0.5034965034965035
1051,0.49762131303520457,0.5233111322549953,0.5299714557564225,0.5061845861084682,0.5128449096098954,0.4785918173168411,0.5004757373929591,0.5099904852521409,0.4928639391056137,0.4900095147478592,0.5375832540437678,0.5033301617507137,0.5118934348239772,0.48239771646051377,0.48525214081826834,0.5166508087535681,0.5080875356803045,0.4938154138915319,0.45956232159847765,0.48239771646051377,0.5099904852521409,0.5023786869647955,0.4966698382492864,0.5080875356803045,0.510941960038059,0.47573739295908657,0.5080875356803045,0.5090390104662227,0.4938154138915319,0.49571836346336823,0.47573739295908657,0.5099904852521409,0.5156993339676499,0.4900095147478592,0.48525214081826834,0.4966698382492864,0.4785918173168411,0.5042816365366318,0.4900095147478592,0.4938154138915319,0.49476688867745006,0.4938154138915319,0.5137963843958135,0.4900095147478592,0.47668886774500474,0.48239771646051377,0.5014272121788773,0.5033301617507137,0.49857278782112274,0.5033301617507137
1101,0.4986376021798365,0.5204359673024523,0.5295186194368756,0.508628519527702,0.5131698455949137,0.48138056312443234,0.5022706630336058,0.5068119891008175,0.49227974568574023,0.48864668483197093,0.5413260672116258,0.5031789282470481,0.5104450499545867,0.48047229791099,0.49227974568574023,0.5231607629427792,0.5068119891008175,0.5022706630336058,0.46321525885558584,0.4841053587647593,0.5031789282470481,0.5040871934604905,0.4986376021798365,0.5113533151680291,0.5158946412352406,0.47411444141689374,0.5122615803814714,0.5068119891008175,0.4940962761126249,0.5022706630336058,0.47593097184377836,0.5113533151680291,0.5104450499545867,0.4904632152588556,0.4895549500454133,0.4986376021798365,0.4768392370572207,0.5068119891008175,0.49227974568574023,0.49227974568574023,0.49591280653950953,0.4904632152588556,0.5131698455949137,0.48864668483197093,0.47593097184377836,0.485921889191644,0.5013623978201635,0.5031789282470481,0.49591280653950953,0.5040871934604905
1151,0.5004344048653345,0.5152041702867072,0.525629887054735,0.5021720243266724,0.5143353605560382,0.48132059079061684,0.5013032145960035,0.5056472632493484,0.4943527367506516,0.48740225890529976,0.5377932232841007,0.5056472632493484,0.5091225021720244,0.48392701998262383,0.4908774978279757,0.525629887054735,0.5065160729800173,0.5013032145960035,0.4604691572545613,0.48305821025195483,0.5039096437880104,0.49956559513466553,0.49956559513466553,0.5117289313640313,0.5204170286707211,0.4778453518679409,0.5117289313640313,0.5030408340573415,0.4908774978279757,0.49782797567332754,0.4787141615986099,0.5073848827106864,0.5091225021720244,0.4917463075586447,0.4900086880973067,0.5030408340573415,0.474370112945265,0.5091225021720244,0.4926151172893136,0.4900086880973067,0.5013032145960035,0.4900086880973067,0.5125977410947002,0.4891398783666377,0.474370112945265,0.48566463944396177,0.5021720243266724,0.5021720243266724,0.4934839270199826,0.5030408340573415
1201,0.4987510407993339,0.5162364696086594,0.5237302248126561,0.5012489592006661,0.5095753538717736,0.4845961698584513,0.5054121565362198,0.5087427144046628,0.4904246461282265,0.4912572855953372,0.5362198168193172,0.4995836802664446,0.507910074937552,0.48209825145711904,0.4970857618651124,0.5228975853455454,0.507910074937552,0.5037468776019983,0.45961698584512906,0.47960033305578686,0.5054121565362198,0.49791840133222315,0.5012489592006661,0.514571190674438,0.5220649458784347,0.47960033305578686,0.514571190674438,0.5054121565362198,0.48959200666111574,0.5029142381348876,0.48376353039134057,0.5029142381348876,0.5095753538717736,0.4962531223980017,0.4929225645295587,0.4970857618651124,0.47626977518734387,0.5070774354704413,0.49375520399666945,0.4870940882597835,0.49791840133222315,0.488759367194005,0.5187343880099917,0.4904246461282265,0.4804329725228976,0.48542880932556204,0.4995836802664446,0.5070774354704413,0.4962531223980017,0.5012489592006661
1251,0.49480415667466027,0.5147881694644284,0.5195843325339728,0.49960031974420466,0.5083932853717026,0.486810551558753,0.5059952038369304,0.5075939248601119,0.4892086330935252,0.49000799360511593,0.5323741007194245,0.49480415667466027,0.5107913669064749,0.48361310951239006,0.4980015987210232,0.5227817745803357,0.5067945643485212,0.5019984012789768,0.4636290967226219,0.47961630695443647,0.504396482813749,0.4988009592326139,0.5027977617905676,0.5123900879296562,0.518784972022382,0.4748201438848921,0.5163868904876099,0.5075939248601119,0.49000799360511593,0.5011990407673861,0.4812150279776179,0.504396482813749,0.5107913669064749,0.5011990407673861,0.49640287769784175,0.4940047961630695,0.47322142286171065,0.5051958433253397,0.49480415667466027,0.48521183053557154,0.4988009592326139,0.49160671462829736,0.5163868904876099,0.4876099120703437,0.4828137490007994,0.48521183053557154,0.5027977617905676,0.5059952038369304,0.4980015987210232,0.5011990407673861
1301,0.49192928516525747,0.5103766333589547,0.5165257494235204,0.4980784012298232,0.5111452728670254,0.49116064565718676,0.5088393543428132,0.5103766333589547,0.48962336664104533,0.4880860876249039,0.5334358186010761,0.4957724827056111,0.5073020753266718,0.48501152959262106,0.5011529592621061,0.5257494235203689,0.504227517294389,0.4980784012298232,0.46272098385857036,0.4803996925441968,0.5049961568024597,0.4965411222136818,0.5034588777863183,0.5126825518831668,0.5172943889315911,0.47886241352805536,0.5196003074558032,0.504227517294389,0.49116064565718676,0.504227517294389,0.4865488086087625,0.504227517294389,0.5073020753266718,0.4965411222136818,0.49961568024596464,0.49039200614911604,0.47886241352805536,0.5049961568024597,0.4973097617217525,0.48578016910069177,0.49500384319754037,0.48578016910069177,0.5172943889315911,0.48501152959262106,0.4827056110684089,0.48501152959262106,0.49884704073789393,0.5049961568024597,0.49961568024596464,0.5019215987701768
1351,0.4944485566247224,0.5077720207253886,0.5203552923760177,0.5003700962250185,0.5099925980754997,0.49222797927461137,0.5085122131754256,0.5136935603256847,0.4877868245743893,0.4900074019245004,0.5321983715766099,0.4929681717246484,0.5114729829755736,0.48704663212435234,0.5018504811250926,0.5196150999259808,0.5003700962250185,0.49740932642487046,0.4670614359733531,0.4789045151739452,0.5062916358253146,0.4996299037749815,0.5018504811250926,0.5136935603256847,0.5122131754256106,0.4789045151739452,0.5181347150259067,0.5055514433752776,0.49370836417468544,0.5018504811250926,0.4840858623242043,0.5062916358253146,0.5092524056254626,0.49370836417468544,0.5018504811250926,0.48704663212435234,0.47816432272390824,0.5062916358253146,0.49740932642487046,0.48926720947446334,0.4981495188749075,0.48334566987416727,0.5166543301258327,0.4840858623242043,0.48926720947446334,0.4840858623242043,0.4988897113249445,0.5085122131754256,0.49592894152479644,0.5011102886750555
1401,0.4939329050678087,0.5053533190578159,0.5196288365453248,0.502498215560314,0.5110635260528195,0.49036402569593146,0.5060670949321913,0.516773733047823,0.48679514632405424,0.49107780157030695,0.5303354746609564,0.4917915774446824,0.5117773019271948,0.4853675945753034,0.49964311206281226,0.516773733047823,0.5032119914346895,0.49464668094218417,0.4689507494646681,0.48037116345467523,0.5053533190578159,0.4989293361884368,0.5039257673090649,0.5117773019271948,0.5124910778015703,0.4782298358315489,0.5189150606709493,0.4989293361884368,0.4925053533190578,0.502498215560314,0.4846538187009279,0.5060670949321913,0.5067808708065668,0.49107780157030695,0.502498215560314,0.4889364739471806,0.4796573875802998,0.5060670949321913,0.49607423269093504,0.489650249821556,0.49750178443968596,0.4846538187009279,0.5146324054246967,0.4853675945753034,0.49321912919343325,0.4817987152034261,0.5010706638115632,0.510349750178444,0.4953604568165596,0.4989293361884368
1451,0.4948311509303928,0.5065472088215024,0.5223983459682977,0.5010337698139214,0.5134390075809786,0.49207443142660234,0.5065472088215024,0.5148173673328739,0.48656099241902134,0.4941419710544452,0.5334252239834597,0.48931771192281187,0.5093039283252929,0.48380427291523087,0.4968986905582357,0.5148173673328739,0.5044796691936595,0.5003445899379738,0.4727773949000689,0.47966919365954513,0.50723638869745,0.5017229496898691,0.5024121295658167,0.5093039283252929,0.5113714679531358,0.4776016540317023,0.518263266712612,0.5003445899379738,0.49207443142660234,0.5044796691936595,0.48518263266712613,0.5044796691936595,0.5058580289455548,0.487250172294969,0.4996554100620262,0.48862853204686424,0.4810475534114404,0.5051688490696071,0.49896623018607855,0.4962095106822881,0.4982770503101309,0.4844934527911785,0.5148173673328739,0.48311509303928324,0.49552033080634045,0.48173673328738803,0.5024121295658167,0.5113714679531358,0.4948311509303928,0.4948311509303928
